"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"shelbyville","TN","US","triangle","2700.0","My friend had been saying for the last week that he had seen the object in the sky&#44 but ofcourse knowone believed him. Until last night","35.4833333","-86.4602778","2002","7","16","21","0","2002","7","26"
"signal mountain","TN","US","cigar","3600.0","saw bright orange light making qiuck movements&#44followed us for approximitly five miles&#44 intersepted car causing electrical failure in c","35.1225","-85.3438889","1999","10","17","3","30","1999","10","19"
"signal mountain","TN","US","disk","900.0","I just want some official answers of what might this object be&#44 and what it could not be.","35.1225","-85.3438889","2010","8","25","6","34","2010","8","30"
"signal mountain","TN","US","disk","300.0","ENORMOUS&#44Low Flying&#44SUPER BRIGHT Craft with 4 witnesses","35.1225","-85.3438889","2011","9","1","22","0","2011","10","10"
"signal mountain","TN","US","flash","180.0","Hovering disk object lights up the woods","35.1225","-85.3438889","1991","3","20","20","0","2008","6","12"
"signal mountain","TN","US","light","2700.0","It seemed as if the military or some other sort of corporation was trying to identify this object that was in the sky that night.","35.1225","-85.3438889","2010","6","29","0","37","2010","8","30"
"signal mountain","TN","US","sphere","120.0","Fast moving super bright illuminated sphere that slowed and changed direction","35.1225","-85.3438889","2011","6","6","5","30","2011","6","12"
"smithville","TN","US","circle","300.0","6 miles north of smithville on hwy 56 - just beyond the tree line were 2 round beams of light just hovering for over 5 minutes then the","35.9605556","-85.8141667","1999","11","15","22","15","1999","11","23"
"smithville","TN","US","teardrop","300.0","2 lights were seen just above the tree lines about a mile away from my home. i watched these lights for several minutes then they shot","35.9605556","-85.8141667","1999","11","16","22","15","1999","11","23"
"smyrna","TN","US","circle","480.0","I saw a stationary bright round light&#44 in the bright midday sun for a few minutes (a jet passed between us) eventually it moved on east","35.9827778","-86.5186111","2008","5","21","13","0","2008","6","12"
"smyrna","TN","US","fireball","4.0","A large&#44 spherical object slowly descended through the sky in a diagonal until it disappeared behind the tree line.  It glowed in a bri","35.9827778","-86.5186111","2000","3","9","20","45","2000","3","16"
"smyrna","TN","US","light","10800.0","Bright light in SW sky&#44 colors flashed in full spectrum rapidly&#44 like a police light&#44 but included every color in rainbow&#44 RGB colors","35.9827778","-86.5186111","2003","3","15","20","30","2003","3","21"
"smyrna","TN","US","light","180.0","Stationary light looked like a star or planet moved across the sky and turned into what looked like a cigar shaped craft","35.9827778","-86.5186111","2012","6","24","20","0","2012","7","4"
"smyrna","TN","US","sphere","180.0","Orange/yellow sphere seen in middle tn area.","35.9827778","-86.5186111","2012","12","31","22","30","2013","2","4"
"smyrna","TN","US","unknown","60.0","Yellow Dot&#44 200 mph&#44 Dissapearing after a minute.","35.9827778","-86.5186111","2011","3","28","19","0","2011","4","3"
"sneedville","TN","US","circle","90.0","Large round bright white light moved away and upward for 1-1.5 min before completely disappearing.","36.5297222","-83.2175","2013","10","1","21","40","2013","10","3"
"south fulton","TN","US","circle","30.0","Star moves then disappeared.","36.5008333","-88.8752778","2013","4","23","21","0","2013","5","15"
"sparta","TN","US","circle","180.0","Message: beauty of the flesh creates power  this is aliens addiction and our mystery&#44 why we are alone.","35.9258333","-85.4641667","2002","8","24","12","0","2002","8","28"
"speedwell","TN","US","other","45.0","July 4&#44 2010 13:00- A group of us headed out in a Pickup truck to watch fireworks on a mountain side.22:00-23:00- Fireworks watched","36.4586111","-83.8719444","2010","7","5","0","0","2010","7","10"
"spring city","TN","US","fireball","60.0","Large fireball hovers above ground and then streaks into space at high speed.","35.6919444","-84.8608333","1970","8","20","1","0","2010","2","14"
"spring city","TN","US","fireball","240.0","Bright  red&#44 orange near Watts Bar in Spring City&#44 TN","35.6919444","-84.8608333","2011","6","17","22","0","2011","6","20"
"spring city","TN","US","oval","60.0","6-8 ufo&#39s waiting on one ufo to reach the group.","35.6919444","-84.8608333","2010","2","28","18","50","2010","4","13"
"spring city","TN","US","oval","60.0","Very bright blue/white shiny oval object&#44 no sound &amp; stationary&#44 smooth solid with no windows or other features.","35.6919444","-84.8608333","2013","6","29","6","7","2013","7","3"
"spring hill","TN","US","changing","10800.0","Bright white light in the sky.  Spring Hill TN.  Sometimes changes shapes &amp; Blinking colors Red Green &amp; Yellow.","35.7511111","-86.93","2009","2","8","18","0","2009","3","19"
"spring hill","TN","US","changing","120.0","ONE LEAD - FOUR MIDDLE - TWO BACK. DIAMOND SHAPE FOLLOWING A WATER LIKE WAVE. DARK BROWN TO A ORANGE GOLD COLOR","35.7511111","-86.93","1999","12","19","3","0","2002","12","23"
"spring hill","TN","US","cigar","10.0","Object captured in photos","35.7511111","-86.93","2012","8","31","21","3","2012","9","24"
"spring hill","TN","US","disk","360.0","Three yellowish/white hovering&#44 then quickly disappearing  in a blink/strange shaped air craft","35.7511111","-86.93","2009","12","31","9","30","2010","2","14"
"spring hill","TN","US","disk","300.0","Low flying&#44large object that made no sound&#44 moved very slow and appeared to hover at times.","35.7511111","-86.93","2009","12","10","22","0","2009","12","12"
"spring hill","TN","US","disk","300.0","rhe saucer was round and was glowing in the sun.","35.7511111","-86.93","2008","3","6","13","0","2011","10","10"
"spring hill","TN","US","fireball","300.0","Two orange fireball-type flying craft within 5 minutes of each other.","35.7511111","-86.93","2014","2","1","18","0","2014","2","7"
"spring hill","TN","US","flash","1.0","Flash/Pulse of light shooting through Big Dipper","35.7511111","-86.93","2006","5","28","20","45","2006","7","16"
"spring hill","TN","US","light","5400.0","5 lights moving at a high speed with no apparent order but naked to the eye","35.7511111","-86.93","2009","2","11","21","0","2009","3","19"
"spring hill","TN","US","light","1200.0","It was a light formation containing 5 lights regularly spaced moving in a circular pattern. These lights were fuzzy edged like headligh","35.7511111","-86.93","1998","3","19","19","0","1999","1","28"
"spring hill","TN","US","light","2.0","I saw a very bright orangish colored light traveling very fast over Spring Hill.","35.7511111","-86.93","2006","8","16","20","49","2006","10","30"
"spring hill","TN","US","light","3600.0","Traveling light to the south viewed from middle Tennessee near Nashville.","35.7511111","-86.93","2013","12","10","17","0","2013","12","12"
"spring hill","TN","US","oval","10.0","Whitish-silvery&#44 oval shaped object appeared in the sky NW of Spring Hill&#44 TN at 19:12pm","35.7511111","-86.93","2003","7","11","19","12","2003","7","16"
"spring hill","TN","US","sphere","900.0","5 fire ball sphere lights.","35.7511111","-86.93","2013","8","25","20","30","2013","8","30"
"springfield","TN","US","circle","120.0","circle object that flew in arch then disappeared","36.5091667","-86.885","2007","7","14","23","0","2007","8","7"
"springfield","TN","US","diamond","5.0","Very Bright Green Diamond Shape with a Light Green Trail","36.5091667","-86.885","2011","8","1","23","0","2011","8","21"
"springfield","TN","US","sphere","30.0","Winesssed Glowing white/blue neon sphere and aliens in field while camping with my buddy.","36.5091667","-86.885","2003","6","13","23","0","2003","6","18"
"springville","TN","US","formation","1800.0","Three red&#44 blue&#44 green flashing lights in triangular shape and one off to the side of it","36.2491667","-88.1530556","2008","11","1","21","0","2009","1","10"
"summertown","TN","US","light","5.0","Flat silver and red &#39barber pole&#39 flat object in northern sky","35.4347222","-87.3127778","2011","1","16","19","0","2011","1","31"
"sunbright","TN","US","oval","300.0","Took a photo with my digital cam. of a flowering plant and when I got home and downloaded pics. it was on two of them.","36.2433333","-84.67","2004","9","30","16","0","2005","2","22"
"sweetwater","TN","US","cylinder","600.0","A UFO sighting in Sweetwater&#44 Tennessee in 1982&#44 witnessed by many","35.6013889","-84.4611111","1982","7","23","19","0","2011","7","17"
"sweetwater","TN","US","light","5400.0","Brilliant red-orange light that could maneuver unlike any human aircraft...","35.6013889","-84.4611111","2003","7","9","21","30","2003","7","16"
"sweetwater","TN","US","triangle","10800.0","((HOAX??))  I was setting in my room when i heard a low bass like sound so like i would normally do i got up to see","35.6013889","-84.4611111","2014","3","16","1","25","2014","3","18"
"sweetwater","TN","US","unknown","600.0","I was a small child when this happened&#44but remember it like it was yesterday","35.6013889","-84.4611111","1984","6","1","0","0","2006","2","14"
"sweetwater","TN","US","unknown","240.0","At about 9 p.m. I looked out side and noticed several lights moving from the southeast to the northwest in a formation. I first thought","35.6013889","-84.4611111","2012","2","22","21","0","2012","3","13"
"talbott","TN","US","unknown","300.0","A circular object near a large airliner going on the same course.","36.1525","-83.4152778","2005","2","3","17","0","2005","2","22"
"tazewell","TN","US","cylinder","20.0","bright white cylinder/cigar shape with a void between two equal halves","36.4541667","-83.5694444","2011","8","13","20","0","2011","8","21"
"tazewell","TN","US","light","10.0","A light shot across the sky heading north&#44 it was the fastest thing I ever saw.","36.4541667","-83.5694444","2008","1","27","0","0","2008","2","14"
"telford","TN","US","other","600.0","4 Bright Lights&#44 formed Box then dissappeared.","36.2488889","-82.5452778","2006","5","18","2","0","2006","7","16"
"tellico plains","TN","US","triangle","120.0","The Object/Object&#39s flying very slow  on it&#44s passing of into the distance dogs barking &#44horses nahing.Heading North.","35.3627778","-84.2941667","2008","11","3","2","2","2009","1","10"
"tellico plains","TN","US","unknown","1800.0","On Sat. Nov 17th&#44 while viewing the Leonid Meteor shower from a scenic overlook on the Cherohala Skyway outside of Tellico Plains&#44 TN&#44","35.3627778","-84.2941667","2001","11","17","4","30","2001","12","5"
"ten mile","TN","US","circle","420.0","Large light appeared over Watts Bar Lake.Light got bigger and become vertical oblong.Light was stationary for 3 minutes. Then s","35.6666667","-84.6647222","2013","11","3","19","30","2013","11","11"
"tennessee ridge","TN","US","unknown","7200.0","star like object blinking red&#44 green&#44 and white&#44 mostly stationary then moving away   ((NUFORC Note:  Venus&#44 or twinkling star??  PD))","36.3119444","-87.7733333","2007","10","3","2","30","2007","10","8"
"thompsons station","TN","US","circle","120.0","There were two sightings of a quiet bright orange circular UFO that flew overhead at two different times.","35.8019444","-86.9113889","2011","6","28","23","30","2011","7","4"
"townsend","TN","US","formation","240.0","Objects spotted in the sky over Cades Cove Cemetary area.","35.6752778","-83.7558333","2013","2","11","2","5","2013","2","28"
"townsend","TN","US","sphere","60.0","At around 6:20 Est. my wife and I were driving around Cades Cove loop in the GSMNP located in Townsed&#44 TN. I noticed what looked like a","35.6752778","-83.7558333","2013","7","14","18","20","2013","7","14"
"tracy city","TN","US","fireball","3.0","White light Plumb as though burning up on rentery.","35.2602778","-85.7361111","2004","11","9","17","35","2004","12","3"
"trezevant","TN","US","triangle","600.0","Triangle UFO changes three lives. 500 Lights On Object0: Yes","36.0113889","-88.6227778","1994","11","1","1","0","2007","10","8"
"tullahoma","TN","US","changing","3600.0","UFO sighted in the Tullahoma TN vicinity...","35.3619444","-86.2094444","2004","10","3","19","0","2004","10","27"
"tullahoma","TN","US","diamond","120.0","UFO hovering over lake.","35.3619444","-86.2094444","2008","4","20","21","15","2008","6","12"
"tullahoma","TN","US","disk","900.0","Up close and personal to a bright glowing disk while fishing at night","35.3619444","-86.2094444","1974","11","4","20","0","2013","9","9"
"tullahoma","TN","US","light","1260.0","Lights forming a triangle in the sky","35.3619444","-86.2094444","1980","8","8","20","0","2005","10","11"
"tullahoma","TN","US","light","1200.0","While fishing on Normandy Lake in Tullahom Tn&#44 my son and I noticed something glowing in the sky high above us.  We turned off our blac","35.3619444","-86.2094444","2012","6","25","0","30","2012","7","4"
"tullahoma","TN","US","oval","900.0","Reddish orange oval object that hovered over and dipped in front of my car during the 15 minute drive into town","35.3619444","-86.2094444","1982","5","15","4","30","2007","4","27"
"tullahoma","TN","US","sphere","2400.0","Within 40 minutes I saw 3 very slow moving bright white balls of light that traveled the same path and seemingly exploded.","35.3619444","-86.2094444","2012","2","4","1","30","2012","5","13"
"tullahoma county","TN","US","formation","120.0","HBCCUFO CANADIAN REPORT:  The triangle and  lights formed was about the width in the sky.","35.3619444","-86.2094444","1982","6","1","20","0","2003","7","16"
"union city","TN","US","cigar","240.0","me and a friend were target shooting and saw saw this thing in the sky","36.4241667","-89.0569444","2000","1","3","15","18","2000","1","22"
"union city","TN","US","other","37800.0","at first we thought it was a star&#44but it was moving in a downward direction and it was slowly changing color from white to red and blue","36.4241667","-89.0569444","1999","5","19","22","0","1999","6","23"
"unionville","TN","US","circle","1800.0","Star exhibits unusally fast and erratic movements in the eastern sky.","35.6216667","-86.5925","2011","4","8","20","30","2011","5","2"
"unionville","TN","US","cone","240.0","Huge red cone shape glowing.","35.6216667","-86.5925","2013","12","6","20","0","2013","12","12"
"vanleer","TN","US","cylinder","2700.0","((HOAX))  Bright light in atmosphere miles away.","36.235","-87.4438889","2009","2","22","20","19","2014","5","8"
"vanleer","TN","US","formation","2700.0","Three orange yellow lights in a tri-angle pattern&#44that stayed on for about 45 mins. changed positions vertically. out for 4 or 5 mins&#44","36.235","-87.4438889","1997","7","3","21","30","1998","9","26"
"wartrace","TN","US","circle","10800.0","Floating object with red&#44yellow&#44green lights.  ((NUFORC Note:  Sighting of Capella??  PD))","35.5272222","-86.3336111","2012","10","23","21","0","2012","10","30"
"wartrace","TN","US","triangle","25200.0","Four UFO&#39S spotted in Wartrace&#44 TN for several hours&#33  ((NUFORC Note:  Possible twinkling stars&#44 we suspect.  PD))","35.5272222","-86.3336111","2004","9","29","21","0","2004","10","27"
"wartrace","TN","US","unknown","300.0","Awoke to being chased by a bright light.. Thought it was a nightmare. Next afternoon was questioned by parent about bright lights.","35.5272222","-86.3336111","1996","4","1","1","0","2007","11","28"
"washburn","TN","US","chevron","180.0","slow moving chevron or &quot;V&quot; shaped object  with strobes and silent","36.29","-83.5911111","1977","8","1","23","30","2008","2","14"
"washburn","TN","US","other","180.0","planes without wings","36.29","-83.5911111","2009","5","29","15","0","2009","6","9"
"watauga","TN","US","disk","45.0","Blue Glowing object trailing airplane","36.3705556","-82.2969444","2004","9","20","21","20","2004","9","29"
"watertown","TN","US","light","180.0","Strange blinking lights that hover appearing in the sky several nights in a row&#44 all at the same time each night. ((Star??))","36.1002778","-86.1319444","2008","6","5","23","0","2008","6","12"
"waverly","TN","US","changing","180.0","Fifty feet away&#44size of basketball orange and darting in trees.","36.0838889","-87.7947222","2013","6","8","20","0","2013","7","3"
"waverly","TN","US","light","1800.0","Intense light in the sky coming in and out of view changing from green to white for 30 minutes.","36.0838889","-87.7947222","2008","11","9","18","20","2009","1","10"
"waverly","TN","US","other","1200.0","the greatest light show of my life&#33&#33&#33","36.0838889","-87.7947222","2003","8","2","1","0","2005","12","16"
"westmoreland","TN","US","triangle","720.0","Huge triangle with white lights over Tennessee&#44 Kentucky Border","36.5619444","-86.2480556","2003","7","9","0","30","2003","7","16"
"white bluff","TN","US","unknown","25.0","2 silent objects moving in a north east direction over White Bluff&#44 TN in the early am.  ((NUFORC Note:  ISS and Space Shuttle.  PD))","36.1075","-87.2208333","2007","11","5","5","20","2007","11","28"
"white house","TN","US","fireball","120.0","Yellow and red oval orb flying horizontally over us in the city of White House&#44 Tennessee.","36.4702778","-86.6513889","2011","7","11","22","0","2011","7","17"
"white house","TN","US","fireball","60.0","Large&#44 bright orange flickering light (fire) with surrounding white &quot;canopy&quot; moving rapidly east to west","36.4702778","-86.6513889","2011","8","30","20","30","2011","10","10"
"white pine","TN","US","sphere","900.0","Yellowish/orange sphere seen by 4 police officers in East Tn","36.1075","-83.2869444","1994","10","31","21","0","2011","8","21"
"whitesburg","TN","US","circle","30.0","Blue (same as sky) colored circle with red&#44 white and blue lights on it seen around dusk.","36.2716667","-83.14","2011","10","12","19","40","2011","10","19"
"whitesburg","TN","US","unknown","600.0","Numerous red &quot;dots&quot; moving South to North.","36.2716667","-83.14","2013","9","20","22","30","2013","9","30"
"winchester","TN","US","changing","300.0","Morphing UFO with two smaller orbs seen in broad daylight - Orbs w/fantastic speed /maneuvers","35.1858333","-86.1122222","2009","10","15","14","0","2009","12","12"
"winchester","TN","US","triangle","5.0","Triangular craft - Winchester TN","35.1858333","-86.1122222","2008","10","15","19","18","2008","10","31"
"winchester","TN","US","triangle","10.0","Triangal/ Lights seen flying above  house","35.1858333","-86.1122222","2008","10","15","19","18","2008","10","31"
"winchester","TN","US","triangle","3600.0","This was the most usual sight I have ever seen&#44 I swear to God.","35.1858333","-86.1122222","1996","12","19","16","30","2001","3","16"
"abilene","TX","US","changing","1800.0","My friend took pictures with night vision camera lights and craft matched stephensville photos","32.4486111","-99.7327778","2010","2","14","0","0","2010","4","13"
"abilene","TX","US","changing","180.0","Lights over Abilene&#44TX","32.4486111","-99.7327778","2008","10","21","20","30","2008","10","31"
"abilene","TX","US","disk","6.0","I was taking a walk with a friend of mine when we looked up and saw a strange object. It was silver coloured and shaped somewhat like a","32.4486111","-99.7327778","2002","9","8","18","15","2002","9","13"
"abilene","TX","US","fireball","2.0","Largest &quot;Falling Star&quot; I&#39ve ever seen","32.4486111","-99.7327778","2007","7","6","2","20","2007","8","7"
"abilene","TX","US","formation","3.0","My husband and I saw reddish&#44 orangish&#44 goldish lights in a line...going back and forth from right to left repeatly then disappear&#44 thi","32.4486111","-99.7327778","2008","10","23","20","30","2008","10","31"
"abilene","TX","US","light","120.0","Strange lights in Abilene","32.4486111","-99.7327778","2006","1","27","0","0","2006","2","14"
"abilene","TX","US","light","2.0","4 Round Orange Glowing Objects","32.4486111","-99.7327778","2006","1","20","21","30","2006","2","14"
"abilene","TX","US","light","2.0","Slow flashing light","32.4486111","-99.7327778","2005","6","4","2","0","2005","10","11"
"abilene","TX","US","light","300.0","2 red lights appear and disappear in the southeast skys over Abilene.","32.4486111","-99.7327778","2010","10","7","22","35","2010","11","21"
"abilene","TX","US","light","180.0","I saw two huge lights in the southeastern sky at an angle&#44 like a pair of head lights but angled ( \ )with on light dimishing first slo","32.4486111","-99.7327778","2008","10","28","20","0","2008","10","31"
"abilene","TX","US","light","180.0","Lights over Abilene&#44 TX","32.4486111","-99.7327778","2008","10","30","23","5","2008","10","31"
"abilene","TX","US","light","20.0","two points of light traversing the west texas sky&#44  one seemingly in pursuit of the other","32.4486111","-99.7327778","2005","5","17","22","30","2005","5","24"
"abilene","TX","US","light","120.0","I saw a bright white light(not blinking)&#44 not any type of aircraft I know of...hence&#44 previous experience working on flight lines..","32.4486111","-99.7327778","2008","10","27","23","0","2008","10","31"
"abilene","TX","US","light","120.0","Bright Orange Lights in South East Sky around Abilene&#44 TX","32.4486111","-99.7327778","2010","3","31","20","30","2010","4","13"
"abilene","TX","US","light","900.0","High altitude light beams out of clouds in vertical pattern.","32.4486111","-99.7327778","2012","12","15","21","40","2012","12","20"
"abilene","TX","US","light","900.0","Lights over Abilene","32.4486111","-99.7327778","2008","10","29","19","45","2008","10","31"
"abilene","TX","US","light","10.0","Two lights moving west to east","32.4486111","-99.7327778","2008","1","6","22","0","2008","8","12"
"abilene","TX","US","light","1185.0","I was on my way home when I saw a very large light&#44 to large to have been an airplane from that height.  It passed behind big buildings","32.4486111","-99.7327778","2002","2","7","19","40","2002","2","22"
"abilene","TX","US","oval","10.0","The shiny hovering object sat there&#44 then it was suddenly gone.","32.4486111","-99.7327778","2004","12","23","16","0","2005","5","24"
"abilene","TX","US","oval","45.0","Formations of blue-white&#44 silent lights travelling at high speed over Abilene Texas.","32.4486111","-99.7327778","2012","8","17","21","30","2012","9","24"
"abilene","TX","US","rectangle","1080.0","This happens to me all my life.","32.4486111","-99.7327778","2009","6","24","21","5","2009","8","5"
"abilene","TX","US","sphere","7200.0","3 people in Abilene&#44 TX observe star-like object performing normally physically impossible maneuvers in night sky.","32.4486111","-99.7327778","1995","7","15","0","0","2003","11","8"
"abilene","TX","US","triangle","60.0","Just a fairly quick fly by from some craft Ive never seen before.","32.4486111","-99.7327778","2009","8","21","3","23","2009","8","27"
"abilene","TX","US","triangle","8.0","Triangle sighting over Abilene&#44 Texas","32.4486111","-99.7327778","2012","3","23","22","0","2012","5","13"
"abilene","TX","US","triangle","1800.0","Pictures were taken on cell phone.","32.4486111","-99.7327778","2009","4","7","22","30","2009","4","14"
"abilene","TX","US","triangle","600.0","Swaying round light at rooftop height between 2 houses and right above--a huge triangular black object--no sound. 500 Lights On Obj","32.4486111","-99.7327778","1991","9","1","1","0","2008","6","12"
"abilene","TX","US","unknown","2.0","Was lights in the sky over Abilene","32.4486111","-99.7327778","2009","1","31","19","30","2009","3","19"
"abilene","TX","US","unknown","300.0","Initially 2 orange lights traveling quickly in N/NW direction followed by 4 blue objects also traveling in synchrony in a diamond confi","32.4486111","-99.7327778","2012","8","18","23","0","2012","8","19"
"academy","TX","US","other","60.0","I was driving to work north highway 95 at 5:10 am before i reached actual site I atarted to see alot of lights looking like a huge sort","30.9808333","-97.3413889","2002","11","13","5","10","2002","11","20"
"addison","TX","US","fireball","180.0","Two bright orange circular-type objects appearing at edge of a city park during 4th of July festivities","32.9616667","-96.8288889","2010","7","3","20","30","2010","7","10"
"addison","TX","US","other","60.0","Unidentified shape near airport","32.9616667","-96.8288889","2002","7","17","17","0","2002","7","30"
"addison","TX","US","teardrop","300.0","Large shadow flew over head very fast","32.9616667","-96.8288889","2006","11","15","19","0","2006","12","7"
"addison","TX","US","triangle","5.0","I saw a black Triangle containing 6 lights traveling due south for about 5 seconds before it disappeared","32.9616667","-96.8288889","1999","11","14","3","30","1999","11","17"
"adkins","TX","US","diamond","120.0","Erratically moving bright object with red and blue aura","29.3927778","-98.2369444","2001","10","14","6","0","2001","11","20"
"adkins","TX","US","sphere","60.0","Bright blue sphere&#44 hovered then darted east and disappeared.","29.3927778","-98.2369444","2006","5","28","23","30","2006","7","16"
"alamo","TX","US","diamond","600.0","I had stepped out of my house to take my kids to pick up some Burger King and when I looked at the field next to our house I saw two bi","26.1833333","-98.1227778","2002","9","24","20","0","2002","9","28"
"alamo","TX","US","sphere","600.0","2 silver &quot;tubes&quot; seen flying in sky.  Not weather balloons.  No wings.  Moving fast.","26.1833333","-98.1227778","2008","8","8","20","11","2008","8","12"
"albany","TX","US","fireball","20.0","Big  blue and red fireball.","32.7233333","-99.2969444","2008","4","22","22","30","2008","6","12"
"aledo","TX","US","disk","600.0","1 DISC shaped object - did not seem to be controlled","32.6958333","-97.6019444","2004","2","26","17","0","2004","3","2"
"aledo","TX","US","fireball","2.0","fiery&#44 comet-like meteoroid","32.6958333","-97.6019444","2007","3","17","21","55","2007","4","27"
"aledo","TX","US","formation","60.0","Three craft&#44 with red and white &quot;tails&quot;&#44 slower and larger than shooting strars were seen moving fron SW to Northeast.","32.6958333","-97.6019444","2001","12","1","22","18","2001","12","5"
"alice","TX","US","cylinder","3.0","possible cruise missle sighting","27.7519444","-98.0694444","2005","8","5","21","25","2005","9","2"
"alice","TX","US","disk","20.0","An extremely noisy disc.","27.7519444","-98.0694444","1946","3","15","15","30","2003","5","2"
"alice","TX","US","light","300.0","Tiny fast moving ball of light&#44 also an airplane flying nearby but had NO landing lights visible","27.7519444","-98.0694444","2003","10","24","20","0","2003","10","31"
"alice","TX","US","light","1200.0","Two truck drivers witness two&#44 separate displays of peculiar yellow lights in the night sky.","27.7519444","-98.0694444","2006","2","8","20","3","2006","2","14"
"alice","TX","US","other","1200.0","Strange beam of smoke miles long in the  moonlight of south texas..........&#8230;","27.7519444","-98.0694444","2011","12","9","19","0","2011","12","12"
"alice","TX","US","sphere","600.0","((HOAX??))  2 white&#44 shiny spheres.","27.7519444","-98.0694444","2007","11","3","3","0","2007","11","28"
"alice","TX","US","triangle","120.0","A triangle shaped object with three bright lights","27.7519444","-98.0694444","2011","10","3","19","0","2011","10","10"
"allen","TX","US","cigar","180.0","Suddenly a cigar shaped object&#44 bluish white in color sped across the sky underneath the planet Jupiter and rising as it sped across th","33.1030556","-96.6702778","2007","8","6","22","15","2007","8","14"
"allen","TX","US","egg","5.0","I was walking my dog down my block in this evening like I always do. As I came to the end of my block&#44 I looked up and saw green blue p","33.1030556","-96.6702778","2011","9","10","20","45","2011","10","10"
"allen","TX","US","light","720.0","Very Bright blinking light in sky&#44 brightest light I have ever seen.","33.1030556","-96.6702778","2010","5","5","6","0","2010","5","12"
"allen","TX","US","other","2700.0","a boomerang in the sky&#44 what was  it?","33.1030556","-96.6702778","2008","10","23","19","0","2009","1","10"
"allen","TX","US","teardrop","60.0","Around 9:20 we saw a really bright light in the sky at first we thought it was an airplane but it didn&#39t have red blinking lights and i","33.1030556","-96.6702778","2008","8","7","21","20","2008","8","12"
"allen","TX","US","triangle","120.0","Two triangle objects with blinking white and one red light. Flying at very low altitudes over suburbs silently.","33.1030556","-96.6702778","2011","7","22","3","0","2011","8","7"
"allen","TX","US","unknown","2700.0","large shape in the air with bright beam light around it. hovering in one spot would appear to move smooth but quickly side to side","33.1030556","-96.6702778","2010","7","28","21","0","2010","7","29"
"allen","TX","US","unknown","120.0","this afternoon while sitting outside on my patio&#44 I saw it again&#44 last week I saw it and now again&#33&#33 it is like the shape of a boomeran","33.1030556","-96.6702778","2003","10","26","16","20","2003","10","31"
"allen","TX","US","unknown","10.0","Shadow object...Black then (glow) speeding across night sky.","33.1030556","-96.6702778","2010","10","13","22","0","2010","11","21"
"allen","TX","US","unknown","600.0","Entered atmosphere from the Far north as though falling 1&#44000 plus knots.fell then leveled out over Allen TX tried to turn light em","33.1030556","-96.6702778","2008","11","13","17","30","2009","1","10"
"allison","TX","US","triangle","1200.0","I seen 3 triangle shaped air craft flying at 300 ft in perfect formation&#44 not a sound was heard.","35.6058333","-100.1002778","2006","3","23","2","0","2009","8","5"
"alpine","TX","US","light","600.0","Three reputable witnesses see UFO over west Texas.","30.3583333","-103.6605556","2008","5","3","21","20","2008","8","12"
"alpine","TX","US","light","300.0","Silent fast moving light&#44 no sound at all.","30.3583333","-103.6605556","2012","2","10","20","0","2012","3","13"
"alpine","TX","US","light","2700.0","Mysterious lights in the sky around Alpine&#44 Texas","30.3583333","-103.6605556","1974","11","1","20","0","2005","1","27"
"alpine","TX","US","other","120.0","Silent&#44 triangle","30.3583333","-103.6605556","2001","11","7","10","0","2004","1","22"
"alpine","TX","US","triangle","300.0","5 Triangle shaped with red and bright white lights.","30.3583333","-103.6605556","2011","11","7","10","30","2011","12","12"
"alpine","TX","US","triangle","45.0","triangular shaped object with green steady lights moving slowly with no sound and disappeared.","30.3583333","-103.6605556","2008","2","27","21","0","2008","3","4"
"alto","TX","US","light","300.0","White light lower than aircraft slowly moving across sky.  ((NUFORC Note:  Sighting of International Space Station.  PD))","31.6502778","-95.0725","2006","11","9","18","0","2006","12","7"
"alvarado","TX","US","chevron","30.0","&quot;V&quot; Shaped craft over Night Sky in Alvarado TX. Oct. 1997","32.4063889","-97.2113889","1997","10","15","22","0","2003","10","31"
"alvarado","TX","US","circle","60.0","I went to my back yard to have a cigarette and in the sky I noticed an object that I assumed was an aircraft. As I observed the object","32.4063889","-97.2113889","2012","12","7","19","0","2012","12","20"
"alvarado","TX","US","fireball","2.0","Fireball in Alvarado","32.4063889","-97.2113889","1984","11","14","20","0","2001","8","5"
"alvarado","TX","US","light","600.0","Hey&#44 it&#39s Following Us&#33","32.4063889","-97.2113889","1987","9","25","18","0","2004","6","18"
"alvarado","TX","US","teardrop","300.0","In the western sky we saw the first object move from the S.W. to N.W. very quickly.  It appeared not to be too high in the sky.  At fir","32.4063889","-97.2113889","2009","7","4","21","15","2009","8","5"
"alvin","TX","US","cigar","2.0","Orange flash over Alvin&#44 Texas","29.4236111","-95.2438889","2008","1","14","20","30","2008","1","21"
"alvin","TX","US","cigar","60.0","Flying Submarine whistles over treetops frightening three teenage witnesses in Alvin&#44 Texas then shoots off and vanishes","29.4236111","-95.2438889","2001","6","6","21","45","2001","8","5"
"alvin","TX","US","circle","20.0","Star Shooting towards earth and stops in mid air and make a 90 degree turn and slowly moves out of sight.","29.4236111","-95.2438889","2011","8","29","5","45","2012","7","4"
